log_id,user,action,device,location,anomaly_score,timestamp
3616,user_78,Login,Windows,India,0.51,2024-01-03 12:15:00
3617,user_29,File Access,Mac,USA,0.18,2024-01-03 12:16:00
3618,user_17,File Access,Android,Russia,0.58,2024-01-03 12:17:00
3619,user_86,Suspicious Command,Android,China,0.51,2024-01-03 12:18:00
3620,user_78,Failed Login,Linux,UK,0.34,2024-01-03 12:19:00
3621,user_85,File Access,Linux,China,0.57,2024-01-03 12:20:00
3622,user_24,Data Exfiltration,Linux,UK,0.42,2024-01-03 12:21:00
3623,user_55,Suspicious Command,Windows,Germany,0.6,2024-01-03 12:22:00
3624,user_71,VPN Access,Windows,UK,0.91,2024-01-03 12:23:00
3625,user_73,Privilege Escalation,Android,India,0.07,2024-01-03 12:24:00
3626,user_22,Login,Android,India,0.26,2024-01-03 12:25:00
3627,user_78,VPN Access,Windows,Russia,0.54,2024-01-03 12:26:00
3628,user_60,Privilege Escalation,Windows,Russia,0.1,2024-01-03 12:27:00
3629,user_29,VPN Access,Android,Germany,0.74,2024-01-03 12:28:00
3630,user_15,Suspicious Command,Linux,Russia,0.19,2024-01-03 12:29:00
3631,user_81,Failed Login,Mac,Russia,0.33,2024-01-03 12:30:00
3632,user_14,Login,iOS,USA,0.95,2024-01-03 12:31:00
3633,user_75,Data Exfiltration,Mac,China,0.63,2024-01-03 12:32:00
3634,user_63,Suspicious Command,Windows,India,0.25,2024-01-03 12:33:00
3635,user_80,Login,Android,UK,0.65,2024-01-03 12:34:00
3636,user_86,Suspicious Command,iOS,India,0.72,2024-01-03 12:35:00
3637,user_94,Failed Login,Windows,Russia,0.26,2024-01-03 12:36:00
3638,user_79,File Access,iOS,India,0.56,2024-01-03 12:37:00
3639,user_20,Suspicious Command,Windows,USA,0.92,2024-01-03 12:38:00
3640,user_86,Data Exfiltration,Android,Russia,0.79,2024-01-03 12:39:00
3641,user_20,Privilege Escalation,Windows,India,0.79,2024-01-03 12:40:00
3642,user_58,VPN Access,Mac,China,0.93,2024-01-03 12:41:00
3643,user_66,Privilege Escalation,Linux,USA,0.36,2024-01-03 12:42:00
3644,user_37,VPN Access,Mac,Russia,0.15,2024-01-03 12:43:00
3645,user_33,Privilege Escalation,Mac,Russia,0.17,2024-01-03 12:44:00
3646,user_75,Data Exfiltration,Mac,UK,0.23,2024-01-03 12:45:00
3647,user_27,Data Exfiltration,Windows,Germany,0.22,2024-01-03 12:46:00
3648,user_27,Suspicious Command,iOS,UK,0.14,2024-01-03 12:47:00
3649,user_43,Failed Login,Mac,USA,0.42,2024-01-03 12:48:00
3650,user_52,VPN Access,iOS,USA,0.87,2024-01-03 12:49:00
3651,user_42,Data Exfiltration,Windows,USA,0.19,2024-01-03 12:50:00
3652,user_95,Login,iOS,Germany,0.37,2024-01-03 12:51:00
3653,user_51,Failed Login,Windows,Germany,0.23,2024-01-03 12:52:00
3654,user_85,Suspicious Command,Mac,Russia,0.27,2024-01-03 12:53:00
3655,user_17,Data Exfiltration,iOS,China,0.97,2024-01-03 12:54:00
3656,user_8,Failed Login,Android,China,0.72,2024-01-03 12:55:00
3657,user_85,Suspicious Command,iOS,Russia,0.6,2024-01-03 12:56:00
3658,user_93,Data Exfiltration,Android,USA,0.44,2024-01-03 12:57:00
3659,user_14,Privilege Escalation,iOS,India,0.39,2024-01-03 12:58:00
3660,user_7,Failed Login,Linux,China,0.98,2024-01-03 12:59:00
3661,user_85,Suspicious Command,Mac,USA,0.91,2024-01-03 13:00:00
3662,user_35,Data Exfiltration,Mac,UK,0.1,2024-01-03 13:01:00
3663,user_85,Failed Login,Linux,USA,0.56,2024-01-03 13:02:00
3664,user_44,Suspicious Command,iOS,Russia,0.73,2024-01-03 13:03:00
3665,user_61,Failed Login,Android,USA,0.93,2024-01-03 13:04:00
3666,user_18,Failed Login,Windows,UK,0.25,2024-01-03 13:05:00
3667,user_62,Failed Login,Android,Russia,0.52,2024-01-03 13:06:00
3668,user_7,Data Exfiltration,Windows,Germany,0.63,2024-01-03 13:07:00
3669,user_37,Failed Login,Windows,India,0.45,2024-01-03 13:08:00
3670,user_56,File Access,Android,China,0.32,2024-01-03 13:09:00
3671,user_15,Privilege Escalation,Windows,USA,0.59,2024-01-03 13:10:00
3672,user_87,Failed Login,Android,China,0.46,2024-01-03 13:11:00
3673,user_4,VPN Access,Linux,Russia,0.93,2024-01-03 13:12:00
3674,user_98,File Access,Windows,Germany,0.62,2024-01-03 13:13:00
3675,user_15,VPN Access,Android,UK,0.99,2024-01-03 13:14:00
3676,user_87,VPN Access,Android,UK,0.79,2024-01-03 13:15:00
3677,user_40,Suspicious Command,iOS,USA,0.33,2024-01-03 13:16:00
3678,user_51,Suspicious Command,Mac,USA,0.78,2024-01-03 13:17:00
3679,user_65,File Access,iOS,China,0.65,2024-01-03 13:18:00
3680,user_42,Data Exfiltration,Linux,India,0.37,2024-01-03 13:19:00
3681,user_100,Login,Android,Germany,0.18,2024-01-03 13:20:00
3682,user_56,Failed Login,Linux,Germany,0.36,2024-01-03 13:21:00
3683,user_90,Failed Login,Android,USA,0.46,2024-01-03 13:22:00
3684,user_95,Privilege Escalation,Linux,Russia,0.29,2024-01-03 13:23:00
3685,user_91,Privilege Escalation,iOS,USA,0.02,2024-01-03 13:24:00
3686,user_44,Suspicious Command,Android,China,0.26,2024-01-03 13:25:00
3687,user_33,Privilege Escalation,Linux,Germany,0.85,2024-01-03 13:26:00
3688,user_53,Failed Login,Mac,China,0.72,2024-01-03 13:27:00
3689,user_17,File Access,Mac,Russia,0.83,2024-01-03 13:28:00
3690,user_36,Login,iOS,India,0.12,2024-01-03 13:29:00
3691,user_30,VPN Access,Mac,Russia,0.43,2024-01-03 13:30:00
3692,user_89,Suspicious Command,Android,UK,0.07,2024-01-03 13:31:00
3693,user_40,Login,Android,USA,0.22,2024-01-03 13:32:00
3694,user_48,File Access,Android,UK,0.32,2024-01-03 13:33:00
3695,user_80,File Access,Windows,India,0.51,2024-01-03 13:34:00
3696,user_37,Login,iOS,UK,0.3,2024-01-03 13:35:00
3697,user_59,Failed Login,Mac,UK,0.96,2024-01-03 13:36:00
3698,user_6,Failed Login,Android,India,0.58,2024-01-03 13:37:00
3699,user_85,VPN Access,Android,Germany,0.18,2024-01-03 13:38:00
3700,user_11,Failed Login,iOS,UK,0.73,2024-01-03 13:39:00
3701,user_43,Privilege Escalation,Windows,Germany,0.8,2024-01-03 13:40:00
3702,user_9,VPN Access,Linux,China,0.53,2024-01-03 13:41:00
3703,user_80,File Access,iOS,Russia,0.29,2024-01-03 13:42:00
3704,user_56,VPN Access,iOS,China,0.31,2024-01-03 13:43:00
3705,user_54,Suspicious Command,Linux,India,0.86,2024-01-03 13:44:00
3706,user_92,Failed Login,iOS,UK,0.66,2024-01-03 13:45:00
3707,user_44,VPN Access,Mac,Germany,0.73,2024-01-03 13:46:00
3708,user_52,Failed Login,Windows,Russia,0.57,2024-01-03 13:47:00
3709,user_78,Failed Login,Android,India,0.57,2024-01-03 13:48:00
3710,user_40,Data Exfiltration,Android,UK,0.13,2024-01-03 13:49:00
3711,user_52,Suspicious Command,iOS,Germany,0.17,2024-01-03 13:50:00
3712,user_46,File Access,Mac,USA,0.54,2024-01-03 13:51:00
3713,user_88,File Access,iOS,USA,0.98,2024-01-03 13:52:00
3714,user_35,Data Exfiltration,Android,UK,0.36,2024-01-03 13:53:00
3715,user_99,Login,Android,Russia,0.73,2024-01-03 13:54:00
3716,user_62,Suspicious Command,Linux,Russia,0.49,2024-01-03 13:55:00
3717,user_35,File Access,Mac,UK,0.21,2024-01-03 13:56:00
3718,user_63,Login,Android,India,0.19,2024-01-03 13:57:00
3719,user_43,VPN Access,Linux,India,0.6,2024-01-03 13:58:00
3720,user_44,VPN Access,Windows,USA,0.01,2024-01-03 13:59:00
3721,user_66,Data Exfiltration,Windows,India,0.36,2024-01-03 14:00:00
3722,user_54,Privilege Escalation,Mac,Germany,0.01,2024-01-03 14:01:00
3723,user_15,File Access,Android,Germany,0.09,2024-01-03 14:02:00
3724,user_43,Suspicious Command,Linux,USA,0.99,2024-01-03 14:03:00
3725,user_53,Suspicious Command,Mac,USA,0.11,2024-01-03 14:04:00
3726,user_21,Login,Android,Russia,0.57,2024-01-03 14:05:00
3727,user_94,Login,Mac,UK,0.77,2024-01-03 14:06:00
3728,user_75,Suspicious Command,Linux,UK,0.61,2024-01-03 14:07:00
3729,user_29,VPN Access,iOS,UK,0.44,2024-01-03 14:08:00
3730,user_96,Login,Mac,Germany,0.6,2024-01-03 14:09:00
3731,user_62,File Access,Android,USA,0.44,2024-01-03 14:10:00
3732,user_15,Login,iOS,India,0.89,2024-01-03 14:11:00
3733,user_29,Failed Login,Android,UK,0.3,2024-01-03 14:12:00
3734,user_25,Suspicious Command,Linux,Russia,0.85,2024-01-03 14:13:00
3735,user_51,Data Exfiltration,Android,Germany,0.43,2024-01-03 14:14:00
3736,user_5,Privilege Escalation,iOS,USA,0.9,2024-01-03 14:15:00
3737,user_8,Suspicious Command,iOS,Germany,0.67,2024-01-03 14:16:00
3738,user_70,Suspicious Command,iOS,India,0.12,2024-01-03 14:17:00
3739,user_69,Failed Login,Windows,India,0.45,2024-01-03 14:18:00
3740,user_62,File Access,Android,USA,0.03,2024-01-03 14:19:00
3741,user_23,VPN Access,Linux,India,0.52,2024-01-03 14:20:00
3742,user_62,Privilege Escalation,Windows,India,0.07,2024-01-03 14:21:00
3743,user_98,VPN Access,iOS,China,0.57,2024-01-03 14:22:00
3744,user_29,File Access,Linux,Germany,0.86,2024-01-03 14:23:00
3745,user_50,Suspicious Command,Mac,USA,0.78,2024-01-03 14:24:00
3746,user_70,Privilege Escalation,Linux,Germany,0.42,2024-01-03 14:25:00
3747,user_93,Privilege Escalation,Mac,India,0.44,2024-01-03 14:26:00
3748,user_75,Login,Linux,Russia,0.63,2024-01-03 14:27:00
3749,user_45,VPN Access,Windows,Germany,0.44,2024-01-03 14:28:00
3750,user_14,Data Exfiltration,Mac,India,0.95,2024-01-03 14:29:00
3751,user_88,Privilege Escalation,iOS,India,0.41,2024-01-03 14:30:00
3752,user_64,Suspicious Command,Windows,India,0.78,2024-01-03 14:31:00
3753,user_11,Data Exfiltration,iOS,India,0.97,2024-01-03 14:32:00
3754,user_34,Login,Linux,India,0.09,2024-01-03 14:33:00
3755,user_60,File Access,iOS,USA,0.53,2024-01-03 14:34:00
3756,user_19,Failed Login,Android,Russia,0.59,2024-01-03 14:35:00
3757,user_8,Privilege Escalation,iOS,Russia,0.29,2024-01-03 14:36:00
3758,user_81,VPN Access,iOS,USA,0.02,2024-01-03 14:37:00
3759,user_55,Privilege Escalation,iOS,Russia,0.08,2024-01-03 14:38:00
3760,user_56,VPN Access,iOS,USA,0.01,2024-01-03 14:39:00
3761,user_82,Suspicious Command,Windows,China,0.87,2024-01-03 14:40:00
3762,user_30,Suspicious Command,Mac,USA,0.52,2024-01-03 14:41:00
3763,user_30,Suspicious Command,Windows,Germany,0.48,2024-01-03 14:42:00
3764,user_12,Data Exfiltration,Linux,UK,0.13,2024-01-03 14:43:00
3765,user_64,Suspicious Command,Windows,UK,0.92,2024-01-03 14:44:00
3766,user_67,VPN Access,Mac,Germany,0.82,2024-01-03 14:45:00
3767,user_49,File Access,iOS,Germany,0.99,2024-01-03 14:46:00
3768,user_38,Failed Login,Mac,India,0.41,2024-01-03 14:47:00
3769,user_61,File Access,Mac,Germany,0.3,2024-01-03 14:48:00
3770,user_34,Privilege Escalation,Android,USA,0.03,2024-01-03 14:49:00
3771,user_32,Failed Login,iOS,UK,0.49,2024-01-03 14:50:00
3772,user_57,File Access,Android,China,0.92,2024-01-03 14:51:00
3773,user_82,Login,Mac,Russia,0.68,2024-01-03 14:52:00
3774,user_9,Failed Login,Windows,Germany,0.29,2024-01-03 14:53:00
3775,user_26,Data Exfiltration,Linux,China,0.62,2024-01-03 14:54:00
3776,user_88,VPN Access,iOS,UK,0.69,2024-01-03 14:55:00
3777,user_84,Data Exfiltration,Android,USA,0.4,2024-01-03 14:56:00
3778,user_79,VPN Access,iOS,China,0.98,2024-01-03 14:57:00
3779,user_9,Privilege Escalation,Android,India,0.76,2024-01-03 14:58:00
3780,user_78,Suspicious Command,Windows,Russia,0.26,2024-01-03 14:59:00
3781,user_44,VPN Access,Android,India,0.3,2024-01-03 15:00:00
3782,user_83,Login,iOS,UK,0.54,2024-01-03 15:01:00
3783,user_17,Suspicious Command,Linux,USA,0.64,2024-01-03 15:02:00
3784,user_40,Privilege Escalation,Android,Germany,0.46,2024-01-03 15:03:00
3785,user_51,Failed Login,Mac,Russia,0.88,2024-01-03 15:04:00
3786,user_46,File Access,iOS,Germany,0.54,2024-01-03 15:05:00
3787,user_84,VPN Access,Mac,UK,0.34,2024-01-03 15:06:00
3788,user_3,VPN Access,Mac,Germany,0.59,2024-01-03 15:07:00
3789,user_88,File Access,Windows,China,0.41,2024-01-03 15:08:00
3790,user_57,Privilege Escalation,Linux,Russia,0.11,2024-01-03 15:09:00
3791,user_82,Login,Windows,USA,0.1,2024-01-03 15:10:00
3792,user_31,Login,Windows,Russia,0.2,2024-01-03 15:11:00
3793,user_80,Login,Android,Germany,0.84,2024-01-03 15:12:00
3794,user_81,Suspicious Command,Linux,India,0.17,2024-01-03 15:13:00
3795,user_64,Suspicious Command,Linux,USA,0.69,2024-01-03 15:14:00
3796,user_99,VPN Access,Linux,USA,0.36,2024-01-03 15:15:00
3797,user_62,Suspicious Command,Android,Germany,0.33,2024-01-03 15:16:00
3798,user_25,File Access,Linux,USA,0.85,2024-01-03 15:17:00
3799,user_54,Data Exfiltration,Mac,India,0.22,2024-01-03 15:18:00
3800,user_38,Failed Login,iOS,UK,0.5,2024-01-03 15:19:00
3801,user_54,VPN Access,iOS,UK,0.03,2024-01-03 15:20:00
3802,user_4,Failed Login,iOS,Germany,0.42,2024-01-03 15:21:00
3803,user_88,Data Exfiltration,Linux,Russia,0.02,2024-01-03 15:22:00
3804,user_77,Data Exfiltration,Android,India,0.33,2024-01-03 15:23:00
3805,user_70,File Access,Android,Russia,0.5,2024-01-03 15:24:00
3806,user_27,Login,Linux,India,0.29,2024-01-03 15:25:00
3807,user_91,Suspicious Command,Linux,Germany,0.83,2024-01-03 15:26:00
3808,user_30,Suspicious Command,Linux,Germany,0.77,2024-01-03 15:27:00
3809,user_15,Suspicious Command,Mac,India,0.18,2024-01-03 15:28:00
3810,user_8,VPN Access,Android,UK,0.49,2024-01-03 15:29:00
3811,user_30,Data Exfiltration,Linux,USA,0.69,2024-01-03 15:30:00
3812,user_41,VPN Access,Mac,Russia,0.58,2024-01-03 15:31:00
3813,user_65,Login,Mac,USA,0.86,2024-01-03 15:32:00
3814,user_98,File Access,Mac,India,0.39,2024-01-03 15:33:00
3815,user_95,File Access,Windows,Russia,0.59,2024-01-03 15:34:00
3816,user_77,Privilege Escalation,Android,Russia,0.07,2024-01-03 15:35:00
3817,user_52,Failed Login,Mac,Russia,0.51,2024-01-03 15:36:00
3818,user_45,Failed Login,Android,China,0.02,2024-01-03 15:37:00
3819,user_46,Suspicious Command,Windows,Russia,0.77,2024-01-03 15:38:00
3820,user_14,Failed Login,Android,Germany,0.04,2024-01-03 15:39:00
3821,user_60,Login,Linux,USA,0.77,2024-01-03 15:40:00
3822,user_94,Failed Login,Android,UK,0.44,2024-01-03 15:41:00
3823,user_34,Suspicious Command,Android,UK,0.09,2024-01-03 15:42:00
3824,user_12,Failed Login,Linux,Germany,0.59,2024-01-03 15:43:00
3825,user_40,Failed Login,Android,Germany,0.7,2024-01-03 15:44:00
3826,user_71,Login,Android,Germany,0.4,2024-01-03 15:45:00
3827,user_28,VPN Access,Mac,China,0.17,2024-01-03 15:46:00
3828,user_4,Suspicious Command,Android,USA,0.68,2024-01-03 15:47:00
3829,user_75,Data Exfiltration,Android,USA,0.67,2024-01-03 15:48:00
3830,user_80,Failed Login,iOS,USA,0.74,2024-01-03 15:49:00
3831,user_50,Suspicious Command,Windows,UK,0.51,2024-01-03 15:50:00
3832,user_43,Privilege Escalation,Windows,UK,0.34,2024-01-03 15:51:00
3833,user_83,Login,Linux,Germany,0.46,2024-01-03 15:52:00
3834,user_59,Login,Windows,China,0.98,2024-01-03 15:53:00
3835,user_12,Login,iOS,UK,0.41,2024-01-03 15:54:00
3836,user_2,Login,Android,UK,0.4,2024-01-03 15:55:00
3837,user_29,VPN Access,Mac,UK,0.23,2024-01-03 15:56:00
3838,user_48,File Access,Mac,Russia,0.94,2024-01-03 15:57:00
3839,user_28,Privilege Escalation,Windows,China,0.39,2024-01-03 15:58:00
3840,user_26,Data Exfiltration,Linux,India,0.87,2024-01-03 15:59:00
3841,user_14,Suspicious Command,Mac,USA,0.78,2024-01-03 16:00:00
3842,user_30,Login,Android,Russia,0.98,2024-01-03 16:01:00
3843,user_18,Suspicious Command,Linux,Germany,0.67,2024-01-03 16:02:00
3844,user_37,Privilege Escalation,Mac,USA,0.68,2024-01-03 16:03:00
3845,user_40,Data Exfiltration,Windows,Germany,0.21,2024-01-03 16:04:00
3846,user_80,Failed Login,iOS,Germany,0.28,2024-01-03 16:05:00
3847,user_54,VPN Access,Mac,USA,0.93,2024-01-03 16:06:00
3848,user_17,VPN Access,Android,USA,0.96,2024-01-03 16:07:00
3849,user_15,Failed Login,Android,China,0.35,2024-01-03 16:08:00
3850,user_53,Privilege Escalation,Android,UK,0.29,2024-01-03 16:09:00
3851,user_34,Failed Login,Mac,China,0.88,2024-01-03 16:10:00
3852,user_6,Data Exfiltration,iOS,India,0.84,2024-01-03 16:11:00
3853,user_58,Data Exfiltration,Linux,India,0.04,2024-01-03 16:12:00
3854,user_53,Privilege Escalation,Mac,UK,0.72,2024-01-03 16:13:00
3855,user_30,Privilege Escalation,Windows,India,0.54,2024-01-03 16:14:00
3856,user_88,Privilege Escalation,iOS,Germany,0.48,2024-01-03 16:15:00
3857,user_72,VPN Access,Android,Germany,0.85,2024-01-03 16:16:00
3858,user_7,Failed Login,Linux,India,0.67,2024-01-03 16:17:00
3859,user_63,File Access,Mac,Germany,0.56,2024-01-03 16:18:00
3860,user_93,Login,Android,UK,0.09,2024-01-03 16:19:00
3861,user_27,VPN Access,Android,Germany,0.22,2024-01-03 16:20:00
3862,user_67,File Access,Linux,UK,0.3,2024-01-03 16:21:00
3863,user_83,Privilege Escalation,Windows,UK,0.84,2024-01-03 16:22:00
3864,user_89,Failed Login,Windows,USA,0.95,2024-01-03 16:23:00
3865,user_24,Login,Windows,Russia,0.79,2024-01-03 16:24:00
3866,user_76,Failed Login,Android,USA,0.21,2024-01-03 16:25:00
3867,user_82,Login,Android,USA,0.03,2024-01-03 16:26:00
3868,user_19,VPN Access,iOS,China,0.85,2024-01-03 16:27:00
3869,user_18,Privilege Escalation,Mac,UK,0.46,2024-01-03 16:28:00
3870,user_76,VPN Access,Mac,Germany,0.56,2024-01-03 16:29:00
3871,user_42,Data Exfiltration,Mac,China,0.08,2024-01-03 16:30:00
3872,user_34,Suspicious Command,Android,USA,0.54,2024-01-03 16:31:00
3873,user_98,File Access,Windows,UK,0.85,2024-01-03 16:32:00
3874,user_45,Failed Login,Windows,UK,0.62,2024-01-03 16:33:00
3875,user_16,Failed Login,Linux,Russia,0.29,2024-01-03 16:34:00
3876,user_99,Failed Login,Windows,Russia,0.07,2024-01-03 16:35:00
3877,user_51,File Access,Windows,Germany,0.56,2024-01-03 16:36:00
3878,user_89,Failed Login,iOS,Germany,0.26,2024-01-03 16:37:00
3879,user_47,Failed Login,Linux,Germany,0.8,2024-01-03 16:38:00
3880,user_11,File Access,Linux,Russia,0.72,2024-01-03 16:39:00
3881,user_28,Suspicious Command,Mac,USA,0.79,2024-01-03 16:40:00
3882,user_93,Suspicious Command,Mac,USA,0.19,2024-01-03 16:41:00
3883,user_66,Privilege Escalation,Linux,China,0.93,2024-01-03 16:42:00
3884,user_99,Privilege Escalation,Linux,Germany,0.72,2024-01-03 16:43:00
3885,user_98,VPN Access,Linux,India,0.39,2024-01-03 16:44:00
3886,user_31,Failed Login,Linux,USA,0.58,2024-01-03 16:45:00
3887,user_53,File Access,Android,USA,0.64,2024-01-03 16:46:00
3888,user_17,Login,Android,Germany,0.43,2024-01-03 16:47:00
3889,user_22,Suspicious Command,Android,Russia,0.96,2024-01-03 16:48:00
3890,user_10,Failed Login,Mac,India,0.38,2024-01-03 16:49:00
3891,user_97,Suspicious Command,Windows,Russia,0.12,2024-01-03 16:50:00
3892,user_48,Data Exfiltration,Mac,Russia,0.86,2024-01-03 16:51:00
3893,user_30,Data Exfiltration,Android,India,0.99,2024-01-03 16:52:00
3894,user_46,Login,Mac,Germany,0.78,2024-01-03 16:53:00
3895,user_36,Login,Windows,India,0.8,2024-01-03 16:54:00
3896,user_63,Suspicious Command,Mac,India,0.3,2024-01-03 16:55:00
3897,user_90,File Access,Linux,Russia,0.16,2024-01-03 16:56:00
3898,user_96,Failed Login,iOS,India,0.75,2024-01-03 16:57:00
3899,user_2,Login,Mac,UK,0.9,2024-01-03 16:58:00
3900,user_17,Login,Android,China,0.1,2024-01-03 16:59:00
3901,user_18,Suspicious Command,Android,UK,0.54,2024-01-03 17:00:00
3902,user_65,Failed Login,iOS,Germany,0.02,2024-01-03 17:01:00
3903,user_3,Privilege Escalation,Linux,UK,0.53,2024-01-03 17:02:00
3904,user_96,File Access,iOS,India,0.72,2024-01-03 17:03:00
3905,user_35,Data Exfiltration,iOS,China,0.45,2024-01-03 17:04:00
3906,user_33,Login,Mac,Russia,0.37,2024-01-03 17:05:00
3907,user_81,File Access,Linux,USA,0.24,2024-01-03 17:06:00
3908,user_42,VPN Access,Windows,China,0.99,2024-01-03 17:07:00
3909,user_83,VPN Access,Mac,USA,0.3,2024-01-03 17:08:00
3910,user_46,Privilege Escalation,iOS,China,0.07,2024-01-03 17:09:00
3911,user_24,Failed Login,Mac,Russia,0.11,2024-01-03 17:10:00
3912,user_94,Suspicious Command,iOS,Russia,0.69,2024-01-03 17:11:00
3913,user_66,File Access,Windows,Russia,0.62,2024-01-03 17:12:00
3914,user_99,Privilege Escalation,iOS,Germany,0.3,2024-01-03 17:13:00
3915,user_100,Login,Windows,UK,0.04,2024-01-03 17:14:00
3916,user_81,Privilege Escalation,Windows,Russia,0.96,2024-01-03 17:15:00
3917,user_18,Failed Login,Android,USA,0.74,2024-01-03 17:16:00
3918,user_56,Suspicious Command,Linux,Germany,0.47,2024-01-03 17:17:00
3919,user_55,Privilege Escalation,Windows,USA,0.79,2024-01-03 17:18:00
3920,user_47,VPN Access,Linux,India,0.95,2024-01-03 17:19:00
3921,user_1,VPN Access,Mac,Russia,0.12,2024-01-03 17:20:00
3922,user_98,VPN Access,iOS,China,0.03,2024-01-03 17:21:00
3923,user_75,Login,Mac,USA,0.03,2024-01-03 17:22:00
3924,user_84,Data Exfiltration,Windows,China,0.15,2024-01-03 17:23:00
3925,user_14,Privilege Escalation,iOS,Russia,0.72,2024-01-03 17:24:00
3926,user_89,Login,Android,India,0.41,2024-01-03 17:25:00
3927,user_19,Suspicious Command,Android,UK,0.96,2024-01-03 17:26:00
3928,user_82,Suspicious Command,Windows,UK,0.3,2024-01-03 17:27:00
3929,user_45,File Access,Windows,India,0.68,2024-01-03 17:28:00
3930,user_92,Suspicious Command,Windows,Russia,0.2,2024-01-03 17:29:00
3931,user_41,Data Exfiltration,Android,China,0.59,2024-01-03 17:30:00
3932,user_35,VPN Access,Android,India,0.33,2024-01-03 17:31:00
3933,user_80,Failed Login,Windows,UK,0.85,2024-01-03 17:32:00
3934,user_52,Privilege Escalation,Android,Germany,0.9,2024-01-03 17:33:00
3935,user_72,File Access,iOS,China,0.84,2024-01-03 17:34:00
3936,user_41,Login,Android,China,0.45,2024-01-03 17:35:00
3937,user_11,VPN Access,Windows,UK,0.15,2024-01-03 17:36:00
3938,user_88,Login,Mac,UK,0.01,2024-01-03 17:37:00
3939,user_5,VPN Access,Android,Germany,0.71,2024-01-03 17:38:00
3940,user_7,Suspicious Command,Mac,USA,0.75,2024-01-03 17:39:00
3941,user_23,File Access,Linux,Germany,0.33,2024-01-03 17:40:00
3942,user_56,VPN Access,Android,China,0.71,2024-01-03 17:41:00
3943,user_30,VPN Access,iOS,Russia,0.19,2024-01-03 17:42:00
3944,user_57,Privilege Escalation,iOS,Russia,0.28,2024-01-03 17:43:00
3945,user_90,VPN Access,Android,Russia,0.1,2024-01-03 17:44:00
3946,user_48,VPN Access,Mac,India,0.68,2024-01-03 17:45:00
3947,user_76,Privilege Escalation,Linux,Russia,0.47,2024-01-03 17:46:00
3948,user_99,Failed Login,Linux,Russia,0.76,2024-01-03 17:47:00
3949,user_58,Failed Login,Mac,Russia,0.22,2024-01-03 17:48:00
3950,user_74,Login,Windows,Germany,0.66,2024-01-03 17:49:00
3951,user_12,Privilege Escalation,Linux,China,0.55,2024-01-03 17:50:00
3952,user_2,Data Exfiltration,Mac,India,0.17,2024-01-03 17:51:00
3953,user_46,VPN Access,Mac,India,0.58,2024-01-03 17:52:00
3954,user_45,Login,Mac,Germany,0.14,2024-01-03 17:53:00
3955,user_18,Privilege Escalation,Linux,USA,0.37,2024-01-03 17:54:00
3956,user_78,Failed Login,Android,USA,0.39,2024-01-03 17:55:00
3957,user_93,Login,Android,India,0.3,2024-01-03 17:56:00
3958,user_99,Suspicious Command,Linux,China,0.07,2024-01-03 17:57:00
3959,user_76,Failed Login,Windows,USA,0.81,2024-01-03 17:58:00
3960,user_43,File Access,iOS,China,0.95,2024-01-03 17:59:00
3961,user_57,Privilege Escalation,Android,Germany,0.2,2024-01-03 18:00:00
3962,user_57,Privilege Escalation,Linux,USA,0.89,2024-01-03 18:01:00
3963,user_13,Suspicious Command,Windows,UK,0.65,2024-01-03 18:02:00
3964,user_74,Data Exfiltration,Windows,UK,0.89,2024-01-03 18:03:00
3965,user_86,Suspicious Command,Windows,Russia,0.87,2024-01-03 18:04:00
3966,user_35,Suspicious Command,iOS,USA,0.54,2024-01-03 18:05:00
3967,user_20,Data Exfiltration,iOS,Russia,0.76,2024-01-03 18:06:00
3968,user_75,Suspicious Command,Mac,China,0.34,2024-01-03 18:07:00
3969,user_31,Data Exfiltration,Android,USA,0.5,2024-01-03 18:08:00
3970,user_96,Privilege Escalation,Mac,India,0.07,2024-01-03 18:09:00
3971,user_15,Data Exfiltration,Mac,UK,0.92,2024-01-03 18:10:00
3972,user_91,File Access,Linux,India,0.15,2024-01-03 18:11:00
3973,user_35,File Access,Android,Russia,0.49,2024-01-03 18:12:00
3974,user_79,Suspicious Command,Windows,UK,0.57,2024-01-03 18:13:00
3975,user_84,Suspicious Command,Android,Russia,0.45,2024-01-03 18:14:00
3976,user_70,Suspicious Command,Windows,India,0.24,2024-01-03 18:15:00
3977,user_75,Privilege Escalation,Mac,India,0.01,2024-01-03 18:16:00
3978,user_30,Failed Login,Linux,Germany,0.14,2024-01-03 18:17:00
3979,user_66,Data Exfiltration,iOS,Germany,0.48,2024-01-03 18:18:00
3980,user_17,Privilege Escalation,Windows,USA,0.94,2024-01-03 18:19:00
3981,user_94,Data Exfiltration,Mac,Russia,0.24,2024-01-03 18:20:00
3982,user_15,Privilege Escalation,Windows,Russia,0.2,2024-01-03 18:21:00
3983,user_38,Privilege Escalation,Linux,UK,0.22,2024-01-03 18:22:00
3984,user_17,VPN Access,Linux,Russia,0.91,2024-01-03 18:23:00
3985,user_66,Data Exfiltration,iOS,Germany,0.47,2024-01-03 18:24:00
3986,user_75,Privilege Escalation,Android,Germany,0.56,2024-01-03 18:25:00
3987,user_94,Privilege Escalation,Windows,UK,0.61,2024-01-03 18:26:00
3988,user_3,Privilege Escalation,Linux,USA,0.13,2024-01-03 18:27:00
3989,user_86,Suspicious Command,iOS,USA,0.22,2024-01-03 18:28:00
